,card,reports,age,income,expenditure,owner,selfemp,dependents,months,majorcards,active,target
994,1,0,43.83333,3.25,159.36,1,0,2,109,1,6.0,1.0
995,1,0,24.5,3.06,434.8775,0,0,0,3,1,0.0,0.0
996,1,0,39.5,3.0,40.3275,1,0,3,14,1,9.0,1.0
997,1,0,25.66667,2.2,38.70833,1,0,1,26,1,7.0,1.0
998,1,0,43.66667,3.0,57.30667,1,0,1,3,1,5.0,1.0
999,1,0,46.33333,4.2,30.44583,1,0,1,162,1,24.5,1.0
1000,1,0,34.16667,2.37,106.7208,1,0,0,38,1,13.0,1.0
1001,1,0,38.83333,2.52,181.4142,1,0,0,138,1,8.0,0.0
1002,1,0,37.08333,5.49,615.7145005,1,0,1,60,1,19.0,0.0
1003,1,0,19.5,2.98,0.0,0,0,0,18,1,0.0,1.0
1004,0,0,27.41667,3.6,0.0,0,0,0,18,1,2.0,0.0
1005,1,0,39.91667,2.25,95.52834,1,0,0,162,1,7.0,1.0
1006,1,0,45.66667,3.224,615.7145005,1,0,5,162,1,9.0,0.0
1007,1,0,52.16667,5.0,85.24083,1,0,1,162,1,16.0,1.0
1008,0,0,34.75,2.67,0.0,0,0,0,51,1,24.5,0.0
1009,1,0,30.08333,3.75,298.4783,1,0,1,12,1,9.0,0.0
1010,1,0,60.41667000000001,3.75,0.0,1,0,0,162,1,5.0,1.0
1011,1,0,32.66667,3.7,11.7125,1,0,2,30,1,15.0,1.0
1012,1,0,38.83333,3.3,65.81834,1,0,3,162,1,19.0,1.0
1013,1,0,37.08333,6.634375,615.7145005,1,0,3,24,1,8.0,0.0
1014,1,0,33.5,3.3748,494.4875,0,0,1,66,1,15.0,0.0
1015,0,0,30.08333,3.12,0.0,0,0,2,12,1,5.0,0.0
1016,1,0,42.66667,2.59,67.53584,1,1,3,96,1,5.0,1.0
1017,1,0,29.41667,2.1,126.1033,1,0,3,90,1,5.0,1.0
1018,1,0,52.66667,3.0,98.6825,1,0,1,162,1,8.0,1.0
1019,1,0,29.83333,3.0,264.9658,1,0,1,51,1,11.0,0.0
1020,1,0,45.75,4.4,17.08333,1,0,3,12,1,18.0,1.0
1021,1,0,30.16667,3.1,469.2475,1,0,2,40,1,15.0,0.0
1022,1,0,30.83333,2.98,108.2958,0,0,3,36,1,9.0,1.0
1023,1,0,22.25,2.8,590.9484,1,0,1,6,1,7.0,0.0
1024,0,0,37.16667,1.8339,0.0,0,0,2,52,1,0.0,0.0
1025,1,0,22.0,3.2905,48.08333,0,0,2,21,1,5.0,1.0
1026,1,0,29.0,2.7,0.0,0,0,0,24,1,20.0,1.0
1027,1,0,28.33333,3.9,141.6883,1,0,1,49,1,17.0,1.0
1028,0,0,27.16667,1.8,0.0,0,0,2,34,1,7.0,0.0
1029,1,0,31.33333,3.2,109.6092,0,0,2,17,1,0.0,1.0
1030,1,0,32.66667,3.65,615.7145005,1,0,1,32,1,7.0,0.0
1031,1,0,30.58333,3.5,114.5575,0,0,5,57,1,9.0,1.0
1032,1,0,40.66667,4.77,11.6725,1,0,0,144,1,10.0,1.0
1033,1,0,39.08333,4.2,22.3575,1,0,0,24,1,5.0,1.0
1034,0,0,43.25,5.0,0.0,1,1,4,144,1,11.0,0.0
1035,1,0,24.75,2.0,91.4125,1,1,1,24,1,10.0,1.0
1036,1,0,26.5,2.6,239.4867,1,0,0,12,1,13.0,0.0
1037,1,0,60.41667000000001,5.0,190.4308,1,0,2,6,1,0.0,1.0
1038,1,0,44.08333,4.0,66.7325,1,1,2,120,1,12.0,1.0
1039,1,0,60.41667000000001,5.3726,221.8892,1,1,0,12,1,0.0,1.0
1040,1,0,40.66667,2.7246,446.415,0,0,2,36,1,14.0,0.0
1041,1,0,20.83333,1.8,615.7145005,0,0,0,5,1,0.0,0.0
1042,1,0,45.91667,4.0,113.6308,1,0,2,24,1,16.0,1.0
1043,1,0,26.83333,2.1,0.0,0,0,2,30,1,18.0,1.0
1044,0,0,33.58333,2.55,0.0,0,0,3,36,1,0.0,0.0
1045,1,0,30.66667,2.5,127.3725,1,0,1,24,1,23.0,1.0
1046,1,0,23.91667,2.0,166.9017,0,0,0,9,1,0.0,0.0
1047,1,0,34.83333,3.0,315.9425,0,0,5,12,1,16.0,0.0
1048,1,0,38.58333,2.6,171.8608,1,0,0,51,1,9.0,1.0
1049,1,0,35.83333,2.4,46.60583,0,1,1,37,1,13.0,1.0
1050,1,0,36.0,4.0,306.4683,1,0,0,12,1,11.0,0.0
1051,1,0,42.66667,6.2,31.0,1,0,2,132,1,14.0,1.0
1052,1,0,22.58333,2.2,140.2992,0,0,0,9,1,3.0,1.0
1053,0,0,28.5,2.0,0.0,0,0,3,0,1,2.0,0.0
1054,1,0,44.91667,5.8,175.6442,1,0,2,148,1,16.0,1.0
1055,1,0,30.58333,1.8,29.51583,0,0,0,6,1,10.0,1.0
1056,1,0,27.25,3.264,67.20167,0,0,0,16,1,5.0,1.0
1057,1,0,24.0,2.1,146.27,1,0,0,24,1,14.0,0.0
1058,1,0,23.41667,2.7456,4.583333,0,0,0,7,1,9.0,1.0
1059,1,0,55.33333,3.7,160.4517,1,0,1,162,1,4.0,1.0
1060,1,0,35.16667,4.815,171.5125,1,0,2,48,1,18.0,1.0
1061,1,0,46.33333,3.05,8.125,1,0,0,96,1,4.0,1.0
1062,1,0,39.41667,2.4,384.1725,0,0,1,96,1,7.0,0.0
1063,1,0,34.91667,5.0,615.7145005,1,0,3,36,1,7.0,0.0
1064,1,0,19.08333,2.6,285.255,0,0,0,87,1,2.0,0.0
1065,1,0,27.58333,4.0,49.25,1,1,3,40,1,13.0,1.0
1066,1,0,46.25,6.634375,40.19917,1,1,0,48,1,2.0,1.0
1067,1,0,47.16667,1.94,26.5,0,0,0,10,1,13.0,1.0
1068,1,0,25.41667,2.45,183.5608,0,0,0,48,1,6.0,0.0
1069,1,0,51.33333,4.53,45.35417,1,0,4,126,1,5.0,1.0
1070,1,0,41.0,6.634375,615.7145005,0,0,2,12,1,0.0,0.0
1071,1,0,36.33333,3.85,37.015,0,0,1,36,1,8.0,1.0
1072,1,0,32.41667,2.75,615.7145005,1,0,2,27,1,9.0,0.0
1073,0,0,41.75,3.5,0.0,1,0,2,38,1,19.0,0.0
1074,0,0,32.75,3.0,0.0,1,0,3,32,1,7.0,0.0
1075,1,0,21.91667,2.3,143.4292,1,0,2,24,1,10.0,1.0
1076,1,0,29.25,1.8,124.6325,0,0,0,51,1,3.0,0.0
1077,1,0,21.08333,2.2,577.9833,0,0,0,143,1,6.0,0.0
1078,1,0,34.66667,4.8,266.3433,1,0,3,15,1,0.0,1.0
1079,1,0,27.91667,2.04,30.0525,1,0,2,38,1,4.0,1.0
1080,1,0,36.5,1.68,193.3225,1,0,0,44,1,12.0,0.0
1081,1,0,24.0,2.7811,121.6333,0,0,0,3,1,0.0,1.0
1082,1,0,60.41667000000001,6.0,8.333333,0,0,0,50,1,14.0,1.0
1083,1,0,25.83333,3.5,158.6017,0,0,0,34,1,2.0,1.0
1084,0,0,42.41667,1.8,0.0,0,0,2,48,1,10.0,0.0
1085,1,0,35.0,3.9,178.4558,1,0,2,36,1,7.0,1.0
1086,1,0,20.66667,2.0,167.04,0,0,0,14,1,1.0,0.0
1087,1,0,41.83333,6.634375,569.5458,1,0,3,96,1,6.0,0.0
1088,0,0,24.91667,1.85,0.0,0,0,0,14,1,3.0,0.0
1089,1,0,32.08333,1.6,351.3633,0,0,0,6,1,3.0,0.0
1090,1,0,34.08333,4.85,198.0233,1,0,2,114,1,12.0,1.0
1091,1,0,37.16667,2.825,153.7517,1,0,0,162,1,2.0,1.0
1092,0,0,27.08333,2.7,0.0,0,0,1,162,1,6.0,0.0
1093,0,0,56.0,1.45,0.0,1,0,0,162,1,4.0,0.0
1094,1,0,26.75,1.8,9.166667,1,0,0,53,1,9.0,1.0
1095,0,0,33.25,3.7,0.0,1,0,2,72,1,0.0,0.0
1096,1,0,19.16667,1.9,448.0233,0,0,0,162,1,1.0,0.0
1097,1,0,35.91667,2.62,470.2967,1,0,1,6,1,9.0,0.0
1098,1,0,25.16667,3.75,400.0708,1,0,0,7,1,11.0,0.0
1099,1,0,45.75,4.5,149.0967,1,0,2,132,1,9.0,1.0
1100,0,0,38.5,3.7,0.0,0,0,2,24,1,11.0,0.0
1101,1,0,42.0,3.836,332.2392,1,0,3,14,1,14.0,0.0
1102,0,0,25.83333,1.59,0.0,0,0,0,87,1,9.0,0.0
1103,0,0,25.91667,2.07,0.0,0,0,0,20,1,7.0,0.0
1104,1,0,31.08333,5.1,615.7145005,1,0,3,15,1,9.0,0.0
1105,0,0,40.5,4.0128,0.0,0,0,1,12,1,17.0,0.0
1106,1,0,60.41667000000001,4.4692,7.083333,0,0,1,36,1,1.0,1.0
1107,1,0,33.08333,3.5,166.2383,0,0,0,26,1,1.0,1.0
1108,1,0,45.75,5.0,5.520833,1,0,0,144,1,14.0,1.0
1109,1,0,28.16667,2.5,5.833333,0,0,1,24,1,6.0,1.0
1110,1,0,30.41667,1.5,78.885,0,0,1,24,1,5.0,1.0
1111,1,0,47.0,3.8425,20.25,1,0,2,162,1,16.0,1.0
1112,1,0,42.75,3.6,113.9475,1,0,2,60,1,22.0,1.0
1113,1,0,44.5,2.95,493.7333,0,0,0,162,1,13.0,0.0
1114,1,0,37.66667,2.385,332.7042,1,1,0,162,1,13.0,0.0
1115,1,0,28.0,2.16,42.51667,0,0,0,50,1,3.0,1.0
1116,1,0,31.75,2.007,151.0325,0,0,1,4,1,0.0,0.0
1117,1,0,22.91667,1.56,128.0725,1,0,0,6,1,7.0,0.0
1118,0,0,57.75,2.0,0.0,1,1,0,36,1,24.5,0.0
1119,1,0,23.0,2.9,0.0,0,0,1,12,1,0.0,1.0
1120,1,0,24.16667,3.7,219.2717,1,0,1,8,1,5.0,1.0
1121,1,0,37.16667,3.84,37.71333,0,0,3,10,1,0.0,1.0
1122,0,0,60.41667000000001,2.1375,0.0,1,0,0,162,1,7.0,0.0
1123,0,0,23.0,2.4,0.0,0,0,0,1,1,0.0,0.0
1124,1,0,24.33333,2.4,362.6383,0,0,0,16,1,0.0,0.0
1125,1,0,41.08333,2.0,8.333333,1,0,0,9,1,4.0,1.0
1126,0,0,28.16667,1.548,0.0,0,0,3,5,1,1.0,0.0
1127,0,0,52.33333,2.0,0.0,1,0,3,54,1,7.0,0.0
1128,1,0,28.0,3.1,580.9725,1,0,0,15,1,5.0,0.0
1129,1,0,28.75,2.5,25.29167,1,0,0,27,1,16.0,1.0
1130,1,0,39.08333,5.1,210.2283,1,0,3,60,1,22.0,1.0
1131,1,0,32.25,2.0,121.3367,1,0,1,24,1,2.0,1.0
1132,1,0,33.25,3.6,77.80666,0,0,3,16,1,9.0,1.0
1133,1,0,25.0,3.3984,0.0,1,0,2,29,1,4.0,1.0
1134,1,0,42.41667,4.2,87.30666,1,0,4,36,1,14.0,1.0
1135,0,0,35.25,1.7,0.0,1,0,3,135,1,24.5,0.0
1136,0,0,33.08333,1.939,0.0,0,0,1,96,1,5.0,0.0
1137,1,0,33.83333,2.9,471.345,1,0,2,147,1,8.0,0.0
1138,1,0,48.16667,1.7,16.63417,1,0,0,108,1,18.0,1.0
1139,0,0,26.75,4.9,0.0,0,0,2,6,1,0.0,0.0
1140,1,0,40.08333,2.2224,615.7145005,1,0,2,10,1,14.0,0.0
1141,1,0,32.41667,6.1064,544.5208,1,0,1,67,1,1.0,0.0
1142,0,0,20.91667,2.625,0.0,0,1,0,20,1,2.0,0.0
1143,0,0,21.5,1.56,0.0,1,0,0,1,1,12.0,0.0
1144,1,0,27.83333,2.652,160.875,1,0,3,24,1,3.0,1.0
1145,1,0,43.91667,2.8,108.6233,1,0,0,147,1,1.0,1.0
1146,1,0,24.25,1.6,500.6158,1,0,0,48,1,1.0,0.0
1147,1,0,29.08333,5.0,615.7145005,1,0,4,3,1,0.0,0.0
1148,1,0,27.75,2.04,364.8192,0,0,0,24,1,10.0,0.0
1149,1,0,47.58333,5.04,216.165,0,0,3,47,1,9.0,1.0
1150,0,0,19.83333,1.92,0.0,0,0,0,6,1,4.0,0.0
1151,0,0,42.0,3.4,0.0,1,0,3,5,1,9.0,0.0
1152,1,0,42.75,3.2,287.7583,1,0,0,68,1,9.0,0.0
1153,1,0,44.58333,3.1,323.0633,1,0,0,75,1,5.0,0.0
1154,1,0,35.83333,1.8829,214.0975,0,0,1,3,1,12.0,0.0
1155,1,0,21.83333,2.4,163.8392,0,0,0,105,1,1.0,1.0
1156,1,0,25.91667,3.0,154.74,1,0,0,40,1,16.0,1.0
1157,0,0,40.91667,1.84,0.0,0,1,2,18,1,0.0,0.0
1158,1,0,35.83333,2.5,164.81,1,0,1,42,1,11.0,1.0
1159,1,0,31.0,5.112,126.3867,1,0,2,16,1,19.0,1.0
1160,1,0,51.66667,2.5,39.91167,1,0,0,138,1,3.0,1.0
1161,1,0,34.0,5.4,321.2108,1,0,3,24,1,4.0,1.0
1162,0,0,30.58333,2.5,0.0,0,0,0,12,1,18.0,0.0
1163,1,0,33.33333,2.1,228.9658,0,0,0,6,1,0.0,0.0
1164,1,0,32.75,6.0,449.0392,0,0,0,6,1,17.0,0.0
1165,1,0,26.08333,1.56,79.60917,0,0,2,13,1,13.0,1.0
1166,1,0,31.91667,4.07,233.0417,0,0,0,12,1,14.0,1.0
1167,1,0,20.58333,2.7,266.1908,0,0,0,147,1,22.0,0.0
1168,1,0,23.41667,2.04,204.0875,1,0,0,7,1,12.0,0.0
1169,1,0,60.25,2.8,101.8542,1,0,3,162,1,7.0,1.0
1170,1,0,24.83333,6.2,615.7145005,0,0,0,12,1,7.0,0.0
1171,1,0,30.16667,2.19,615.7145005,0,0,0,6,1,0.0,0.0
1172,1,0,29.33333,3.2,142.8775,0,0,0,36,1,6.0,1.0
1173,1,0,48.16667,2.3,434.125,1,0,0,72,1,2.0,0.0
1174,1,0,25.25,1.76,201.6583,0,0,0,28,1,12.0,0.0
1175,0,0,60.41667000000001,1.8,0.0,1,0,0,162,1,5.0,0.0
1176,1,0,53.25,3.96,7.083333,1,0,1,162,1,5.0,1.0
1177,1,0,54.08333,2.5,18.25417,1,0,1,102,1,13.0,1.0
1178,1,0,32.0,2.28,127.9833,1,0,0,48,1,15.0,1.0
1179,1,0,33.75,2.5,161.1617,1,0,1,30,1,6.0,1.0
1180,1,0,23.16667,2.6,615.7145005,0,0,0,4,1,0.0,0.0
1181,1,0,24.75,2.2,284.2558,1,0,0,36,1,6.0,0.0
1182,1,0,40.41667,2.448,426.4467,1,0,1,41,1,12.0,0.0
1183,0,0,48.25,6.634375,0.0,1,1,1,56,1,20.0,0.0
1184,0,0,35.83333,4.5,0.0,1,0,5,6,1,0.0,0.0
1185,1,0,49.66667,4.96,435.9908,1,0,4,162,1,7.0,0.0
1186,1,0,34.66667,5.0,58.08083,1,0,4,6,1,0.0,1.0
1187,1,0,34.91667,2.1,103.3283,0,0,2,49,1,4.0,1.0
1188,1,0,47.33333,6.634375,615.7145005,1,0,2,9,1,0.0,0.0
1189,0,0,19.5,1.56,0.0,1,0,0,46,1,3.0,0.0
1190,0,0,30.33333,2.3,0.0,0,1,3,15,1,9.0,0.0
1191,0,0,40.0,4.9875,0.0,1,0,2,32,1,16.0,0.0
1192,0,0,35.25,5.6335,0.0,1,0,3,18,1,10.0,0.0
1193,0,0,23.75,1.672,0.0,0,0,0,27,1,0.0,0.0
1194,1,0,4.416669999999993,1.6,205.2542,0,0,0,1,1,9.0,0.0
1195,1,0,24.83333,1.51,258.1667,1,0,0,30,1,2.0,0.0
1196,1,0,38.75,2.8463,15.83333,1,0,1,120,1,16.0,1.0
1197,1,0,24.91667,2.3,163.0392,0,0,0,26,1,7.0,0.0
1198,1,0,25.33333,3.0,475.0183,0,0,0,10,1,0.0,0.0
1199,1,0,23.25,2.2,429.905,1,0,0,162,1,9.0,0.0
1200,1,0,49.83333,0.21,47.24166,1,0,2,42,1,1.0,0.0
1201,1,0,37.08333,2.8,396.5,0,0,0,36,1,23.0,0.0
1202,0,0,20.16667,1.8,0.0,0,0,0,4,1,1.0,0.0
1203,0,0,24.58333,2.2,0.0,0,0,0,6,1,8.0,0.0
1204,1,0,28.5,3.0,73.1725,0,0,0,51,1,5.0,1.0
1205,1,0,45.58333,2.4,23.58333,1,0,2,122,1,11.0,1.0
1206,0,0,20.58333,1.2,0.0,0,1,1,24,1,0.0,0.0
1207,1,0,54.25,6.634375,569.9183,0,0,0,24,1,15.0,0.0
1208,1,0,24.58333,1.5,24.07,0,0,0,28,1,5.0,1.0
1209,1,0,31.91667,2.7,258.8783,0,0,0,19,1,0.0,0.0
1210,1,0,43.75,3.5,387.2183,1,0,3,162,1,19.0,0.0
1211,0,0,31.91667,2.1,0.0,0,0,2,60,1,2.0,0.0
1212,1,0,22.83333,2.5,615.7145005,0,0,0,4,1,1.0,0.0
1213,1,0,28.08333,5.47,133.0683,1,0,3,18,1,0.0,1.0
1214,0,0,27.58333,2.35,0.0,0,0,3,6,1,0.0,0.0
1215,1,0,22.08333,1.65,68.54583,0,0,0,36,1,3.0,1.0
1216,1,0,34.16667,6.634375,615.7145005,1,0,5,81,1,7.0,0.0
1217,1,0,54.66667,6.634375,615.7145005,1,0,2,78,1,9.0,0.0
1218,1,0,32.91667,2.72,402.7225,0,0,1,6,1,8.0,0.0
1219,1,0,40.0,3.624,47.08167,1,0,3,124,1,19.0,1.0
1220,1,0,26.0,5.3,242.145,1,0,1,24,1,20.0,1.0
1221,1,0,55.25,4.9,273.49,1,0,2,96,1,17.0,1.0
1222,1,0,32.25,3.6208,150.2917,1,0,3,97,1,13.0,1.0
1223,1,0,38.91667,2.136,106.2008,0,0,1,66,1,14.0,1.0
1224,1,0,28.41667,2.5,402.7875,1,0,0,18,1,7.0,0.0
1225,0,0,39.58333,0.49,0.0,1,0,2,100,1,0.0,0.0
1226,1,0,55.58333,4.3,125.4817,1,0,0,6,1,24.5,1.0
1227,1,0,42.0,6.3,213.0,1,0,4,72,1,20.0,1.0
1228,1,0,21.16667,2.4,201.5825,0,0,0,2,1,5.0,0.0
1229,1,0,33.08333,2.8,70.285,1,0,1,72,1,20.0,1.0
1230,1,0,37.75,5.0,188.7275,1,0,4,36,1,24.5,1.0
1231,1,0,28.41667,2.8,32.66667,0,0,0,27,1,19.0,1.0
1232,1,0,31.08333,2.8,202.47,1,0,3,15,1,17.0,0.0
1233,1,0,30.5,2.65,69.4275,0,0,3,36,1,9.0,1.0
1234,0,0,25.25,1.6,0.0,0,0,0,12,1,0.0,0.0
1235,0,0,46.91667,2.1,0.0,0,0,0,25,1,3.0,0.0
1236,0,0,36.16667,2.408,0.0,0,0,4,14,1,0.0,0.0
1237,0,0,52.75,3.1,0.0,1,0,2,75,1,9.0,0.0
1238,1,0,34.16667,2.616,84.73167,0,0,2,3,1,12.0,1.0
1239,0,0,53.0,6.634375,0.0,1,1,0,162,1,0.0,0.0
1240,1,0,22.33333,1.8,80.055,0,0,0,48,1,1.0,1.0
1241,1,0,30.0,2.5,43.43667,1,0,3,50,1,14.0,1.0
1242,1,0,25.16667,1.8,142.9508,0,0,0,24,1,4.0,0.0
1243,0,0,21.08333,2.7268,0.0,0,0,1,18,1,0.0,0.0
1244,0,0,22.91667,2.05,0.0,0,0,0,42,1,4.0,0.0
1245,1,0,40.66667,5.05,119.3017,1,0,0,128,1,10.0,1.0
1246,0,0,33.83333,3.8,0.0,1,0,0,153,1,11.0,0.0
1247,0,0,35.16667,4.288,0.0,1,0,3,24,1,13.0,0.0
1248,1,0,28.83333,3.6,130.0267,1,1,0,56,1,10.0,1.0
1249,1,0,30.75,4.3,482.6575,1,0,4,16,1,7.0,0.0
1250,0,0,41.33333,4.44,0.0,1,0,2,98,1,3.0,0.0
1251,1,0,38.5,2.6,615.7145005,0,0,0,33,1,16.0,0.0
1252,0,0,33.75,4.1,0.0,1,0,2,22,1,15.0,0.0
1253,0,0,29.08333,2.86,0.0,0,0,0,38,1,0.0,0.0
1254,1,0,27.08333,2.4,33.01333,0,0,0,56,1,1.0,1.0
1255,1,0,23.25,1.8,46.05584,0,0,1,4,1,0.0,1.0
1256,1,0,33.83333,1.8,169.8767,0,0,0,4,1,8.0,0.0
1257,1,0,38.16667,5.1,90.06333,0,0,0,60,1,7.0,1.0
1258,1,0,35.58333,3.5606,323.5875,0,0,0,12,1,0.0,0.0
1259,1,0,30.41667,4.15,520.3417,0,0,1,16,1,4.0,0.0
1260,0,0,31.58333,2.0237,0.0,0,0,0,14,1,3.0,0.0
1261,1,0,23.0,1.8,167.2125,0,0,0,6,1,0.0,0.0
1262,1,0,25.25,2.9,209.8442,0,0,0,162,1,6.0,0.0
1263,0,0,35.58333,4.0,0.0,0,0,0,29,1,5.0,0.0
1264,1,0,28.66667,2.95,229.7975,0,0,0,26,1,4.0,0.0
1265,0,0,37.0,3.2,0.0,0,0,0,14,1,0.0,0.0
1266,1,0,41.08333,4.5,536.25,1,0,2,6,1,10.0,0.0
1267,0,0,37.41667,6.634375,0.0,1,0,4,120,1,10.0,0.0
1268,0,0,19.41667,2.2,0.0,0,0,0,6,1,0.0,0.0
1269,1,0,22.33333,2.8,191.8358,0,0,0,4,1,0.0,1.0
1270,1,0,29.08333,2.2,0.0,0,0,0,9,1,0.0,1.0
1271,1,0,26.75,5.77,362.7542,1,0,1,13,1,11.0,1.0
1272,1,0,43.08333,2.4317,163.18,0,0,2,18,1,24.5,1.0
1273,1,0,37.33333,6.634375,176.2717,1,0,2,14,1,17.0,1.0
1274,1,0,26.75,2.15,61.33333,0,0,0,10,1,4.0,1.0
1275,1,0,42.16667,5.2,57.44083,1,0,3,29,1,9.0,1.0
1276,1,0,28.16667,4.7,615.7145005,1,0,0,6,1,19.0,0.0
1277,1,0,26.08333,2.5,132.5883,1,0,0,14,1,13.0,1.0
1278,1,0,48.25,5.0,91.17667,0,0,3,7,1,0.0,1.0
1279,1,0,27.83333,3.5,146.4275,1,0,2,17,1,11.0,1.0
1280,1,0,26.33333,2.45,111.8183,0,0,0,6,1,11.0,1.0
1281,0,0,21.08333,6.634375,0.0,0,0,2,8,1,0.0,0.0
1282,1,0,30.58333,3.2,396.2717,1,0,2,12,1,7.0,0.0
1283,1,0,27.83333,3.54,19.59,0,0,2,3,1,0.0,1.0
1284,1,0,49.16667,3.1144,21.465,1,0,1,154,1,6.0,1.0
1285,0,0,35.0,2.25,0.0,0,0,1,84,1,3.0,0.0
1286,1,0,48.66667,6.0,615.7145005,1,0,3,114,1,19.0,0.0
1287,0,0,24.58333,1.68,0.0,0,0,2,2,1,8.0,0.0
1288,1,0,29.58333,2.4,29.95667,0,0,1,18,1,8.0,1.0
1289,1,0,41.41667,3.2,26.87833,0,0,1,16,1,2.0,1.0
1290,1,0,40.91667,6.0,394.5717,1,0,0,42,1,5.0,1.0
1291,1,0,22.0,1.75,615.7145005,0,0,0,2,1,0.0,0.0
1292,0,0,36.0,4.5,0.0,1,0,2,162,1,0.0,0.0
1293,1,0,39.58333,2.5,400.4475,0,0,0,12,1,4.0,0.0
1294,1,0,31.58333,2.55,303.6742,0,0,1,60,1,7.0,0.0
1295,1,0,33.08333,3.26,143.0158,0,0,0,37,1,18.0,1.0
1296,1,0,22.83333,3.6,146.4417,0,0,0,30,1,20.0,1.0
1297,0,0,35.41667,2.78,0.0,0,0,0,6,1,0.0,0.0
1298,1,0,58.08333,4.4,97.18417,1,1,1,132,1,12.0,1.0
1299,1,0,38.75,3.2,38.9975,1,0,2,24,1,19.0,1.0
1300,0,0,27.41667,1.6,0.0,1,0,1,30,1,0.0,0.0
1301,0,0,23.91667,1.636,0.0,0,0,1,13,1,0.0,0.0
1302,1,0,30.08333,2.7,27.41667,0,0,2,1,1,8.0,1.0
1303,1,0,34.08333,3.5,179.7167,1,0,0,24,1,10.0,1.0
1304,1,0,39.08333,3.4224,82.65916,1,0,0,41,1,12.0,1.0
1305,1,0,38.41667,6.5,157.8442,1,0,3,60,1,9.0,1.0
1306,1,0,20.5,2.0,63.55167,0,0,0,111,1,6.0,1.0
1307,1,0,35.58333,3.58,154.8592,1,0,2,123,1,7.0,1.0
1308,1,0,25.91667,2.5,44.02083,0,0,0,25,1,10.0,1.0
1309,1,0,40.16667,2.0,424.6292,1,0,1,121,1,10.0,0.0
1310,1,0,30.58333,2.512,4.583333,0,1,3,36,1,4.0,1.0
1311,0,0,39.33333,2.3004,0.0,0,1,0,46,1,3.0,0.0
1312,0,0,22.58333,3.86,0.0,0,0,1,36,1,4.0,0.0
1313,0,0,30.33333,2.18,0.0,0,1,0,13,1,1.0,0.0
1314,1,0,33.58333,4.566,7.333333,1,0,0,94,1,19.0,1.0
1315,0,0,23.91667,3.192,0.0,0,0,3,12,1,5.0,0.0
1316,1,0,40.58333,4.6,101.2983,1,0,2,1,1,2.0,1.0
1317,1,0,32.83333,3.7,26.99667,0,1,0,60,1,7.0,1.0
1318,1,0,48.25,3.7,344.1575,1,0,2,2,1,0.0,0.0
